0.0,4,0,0,0,0,0,0,0,0,0,0
0.0,4,0,0,0,0,0,0,0,0,0,0
0.0,4,0,0,0,0,0,0,0,0,0,0
0.5,3,3,1,0,0,0,0,0,0,0,0
0.5,3,3,1,0,0,0,0,0,0,0,0
0.5,3,3,1,0,0,0,0,0,0,0,0
0.5,3,3,1,0,0,0,0,0,0,0,0
0.5,3,3,1,0,0,0,0,0,0,0,0
1.0,0,7,4,1,0,0,0,0,0,0,0
1.0,0,7,4,1,0,0,0,0,0,0,0
1.0,0,7,4,1,0,0,0,0,0,0,0
1.0,0,7,4,1,0,0,0,0,0,0,0
1.0,0,7,4,1,0,0,0,0,0,0,0
1.5,2,4,8,12,9,1,0,0,0,0,0
1.5,2,4,8,12,9,1,0,0,0,0,0
1.5,2,4,8,12,9,1,0,0,0,0,0
1.5,2,4,8,12,9,1,0,0,0,0,0
1.5,2,4,8,12,9,1,0,0,0,0,0
2.0,0,4,16,19,23,10,3,0,0,0,0
2.0,0,4,16,19,23,10,3,0,0,0,0
2.0,0,4,16,19,23,10,3,0,0,0,0
2.0,0,4,16,19,23,10,3,0,0,0,0
2.0,0,4,16,19,23,10,3,0,0,0,0
2.5,0,4,18,52,24,20,4,2,0,0,0
2.5,0,4,18,52,24,20,4,2,0,0,0
2.5,0,4,18,52,24,20,4,2,0,0,0
2.5,0,4,18,52,24,20,4,2,0,0,0
2.5,0,4,18,52,24,20,4,2,0,0,0
3.0,0,0,15,39,37,18,10,3,0,0,0
3.0,0,0,15,39,37,18,10,3,0,0,0
3.0,0,0,15,39,37,18,10,3,0,0,0
3.0,0,0,15,39,37,18,10,3,0,0,0
3.0,0,0,15,39,37,18,10,3,0,0,0
3.5,0,1,2,11,26,11,5,4,1,0,0
3.5,0,1,2,11,26,11,5,4,1,0,0
3.5,0,1,2,11,26,11,5,4,1,0,0
3.5,0,1,2,11,26,11,5,4,1,0,0
3.5,0,1,2,11,26,11,5,4,1,0,0
4.0,0,0,1,5,17,6,4,2,0,0,0
4.0,0,0,1,5,17,6,4,2,0,0,0
4.0,0,0,1,5,17,6,4,2,0,0,0
4.0,0,0,1,5,17,6,4,2,0,0,0
4.0,0,0,1,5,17,6,4,2,0,0,0
4.5,0,0,1,3,1,4,2,3,1,0,0
4.5,0,0,1,3,1,4,2,3,1,0,0
4.5,0,0,1,3,1,4,2,3,1,0,0
4.5,0,0,1,3,1,4,2,3,1,0,0
4.5,0,0,1,3,1,4,2,3,1,0,0
5.0,0,0,1,1,1,3,1,3,0,1,0
5.0,0,0,1,1,1,3,1,3,0,1,0
5.0,0,0,1,1,1,3,1,3,0,1,0
5.0,0,0,1,1,1,3,1,3,0,1,0
5.0,0,0,1,1,1,3,1,3,0,1,0
5.5,0,0,1,1,2,1,1,1,0,0,0
5.5,0,0,1,1,2,1,1,1,0,0,0
5.5,0,0,1,1,2,1,1,1,0,0,0
5.5,0,0,1,1,2,1,1,1,0,0,0
5.5,0,0,1,1,2,1,1,1,0,0,0
6.0,0,0,1,1,1,1,2,1,0,0,0
6.0,0,0,1,1,1,1,2,1,0,0,0
6.0,0,0,1,1,1,1,2,1,0,0,0
6.0,0,0,1,1,1,1,2,1,0,0,0
6.0,0,0,1,1,1,1,2,1,0,0,0
6.5,0,0,0,0,0,1,1,2,0,1,0
6.5,0,0,0,0,0,1,1,2,0,1,0
6.5,0,0,0,0,0,1,1,2,0,1,0
6.5,0,0,0,0,0,1,1,2,0,1,0
6.5,0,0,0,0,0,1,1,2,0,1,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
